Id,SalePrice
1461,113541.17043829236
1462,155532.64925210996
1463,162561.11874316388
1464,196085.11783157257
1465,184137.4915054924
1466,169709.89314234737
1467,185748.226020671
1468,166624.37424797204
1469,190206.48759034643
1470,116358.9070826595
1471,190453.34619734215
1472,107365.4438808486
1473,98500.2707890785
1474,150718.0477722105
1475,119761.15986718817
1476,341134.24215790577
1477,235505.188733888
1478,291122.51737462264
1479,277480.0063774463
1480,455228.3536636579
1481,300552.9760123042
1482,203202.4773709207
1483,172860.61609257205
1484,167731.04173734906
1485,200542.4218971427
1486,201389.12467290935
1487,302730.8192917856
1488,231343.36472227343
1489,182414.7085220638
1490,224040.8190372063
1491,199967.31327480468
1492,91141.8306099391
1493,204358.34223719043
1494,292898.54294916976
1495,269214.4877004115
1496,224503.35527314027
1497,170648.54273136874
1498,168698.3294766272
1499,166156.73471751093
1500,161009.7482173369
1501,167215.8778921125
1502,157392.50273104472
1503,288728.6499011995
1504,245312.808141729
1505,223529.26725153052
1506,196088.41377471088
1507,235034.5410332217
1508,193269.072049382
1509,154407.19203124594
1510,133675.39264531533
1511,145654.89911318198
1512,170943.19069246348
1513,151746.81814020567
1514,140568.21854172775
1515,182943.64304251096
1516,149437.28208395114
1517,162012.48966043285
1518,131607.53690030886
1519,201395.34273048514
1520,124901.48107281502
1521,118517.70108573079
1522,177810.76515315636
1523,102626.58035541685
1524,121736.98821210898
1525,107069.0303932031
1526,99221.16453480432
1527,100299.73163927227
1528,149887.0415442588
1529,138244.73351825678
1530,199949.42359562183
1531,119422.17481224453
1532,105714.46582406074
1533,162634.91101466108
1534,132668.31501309044
1535,147966.2132335141
1536,115054.87381697746
1537,57344.62194521982
1538,138095.44610958284
1539,194883.65409430538
1540,85385.36154340782
1541,135403.8451299704
1542,131748.88399110246
1543,169153.54100401857
1544,91928.80316588137
1545,109116.86466183784
1546,142667.46649582547
1547,134678.3620934163
1548,127695.49559468617
1549,116270.55347289579
1550,127654.10442047949
1551,125297.49918943705
1552,126504.70724267361
1553,132897.83683858698
1554,121143.7172596402
1555,150913.86365040793
1556,85980.7835181256
1557,85799.17951110771
1558,107581.7354766155
1559,72148.79011918165
1560,132648.6104697059
1561,115782.26607309731
1562,141485.3000359909
1563,117230.95928683448
1564,155537.0806275799
1565,136941.47478834647
1566,228168.98078703304
1567,78557.48334122627
1568,233340.19777358748
1569,124022.8943885091
1570,150862.0510448637
1571,116283.68717981022
1572,142308.41650187122
1573,224565.8422020646
1574,109007.28944553391
1575,214531.3946852465
1576,251741.04387257944
1577,178556.42784706154
1578,139319.89826938836
1579,127429.30926584592
1580,196168.1527387122
1581,159608.1405426979
1582,128314.57264320337
1583,290950.17317038827
1584,219520.16538332915
1585,145379.86024821203
1586,70699.46948256635
1587,101043.6777821067
1588,143533.90153224618
1589,91201.46676238593
1590,140011.77032140258
1591,89446.41847496072
1592,122278.44539430847
1593,136953.27813833274
1594,130124.22150497299
1595,99754.26338123968
1596,200406.43924588326
1597,159124.49767698295
1598,198366.37824930807
1599,177159.82896070476
1600,174872.42335626943
1601,66511.66897379851
1602,118109.91311019904
1603,77033.96101856911
1604,249763.68967308168
1605,246635.9557211853
1606,167961.55489236963
1607,181434.38370989074
1608,228494.55181801144
1609,184258.73395289422
1610,150237.2259302032
1611,131897.40325074314
1612,169463.131723583
1613,167502.16281882394
1614,139047.73775808138
1615,99160.10248740917
1616,82200.7135163849
1617,96199.14866454503
1618,122512.4670774667
1619,148564.5639221447
1620,148478.91458303822
1621,127830.56106654019
1622,155086.85779827955
1623,266530.7470784239
1624,202962.12631561348
1625,114820.86118461375
1626,173184.20696731366
1627,184157.3911791825
1628,283187.11820671946
1629,171493.9698897058
1630,304254.7596809673
1631,216338.25062280722
1632,214484.17702154364
1633,178962.54128917487
1634,183225.9343501832
1635,186491.34516399077
1636,160484.68165716017
1637,186913.72332374752
1638,191802.18398982767
1639,179267.91139236072
1640,261501.2645143532
1641,176618.49573132422
1642,241421.22878335204
1643,228568.6533463672
1644,236066.6174449671
1645,244067.42099473326
1646,166351.6760012803
1647,163461.92466000794
1648,132675.78009888655
1649,149128.0766708634
1650,107885.51642412174
1651,119882.36662411645
1652,110788.6625912583
1653,112856.1940586251
1654,143856.89508463687
1655,149976.62295429475
1656,141225.15475055453
1657,146115.37717565914
1658,145675.9365564503
1659,123571.95918598979
1660,146934.0289456508
1661,440264.5210212696
1662,351306.40900826734
1663,345884.4869310213
1664,474595.3225278423
1665,289939.6770577882
1666,301974.0177563944
1667,350580.8499475648
1668,330976.81272647396
1669,300708.17279871384
1670,327045.9017523171
1671,250514.86065833698
1672,400570.4380763429
1673,291220.3488020703
1674,240130.67999461782
1675,184297.36428425414
1676,187295.6695099128
1677,199731.01499718195
1678,403598.5484588171
1679,347622.6153803829
1680,292507.44442303415
1681,230455.91612724398
1682,284223.9337825759
1683,177267.73876981894
1684,194248.40039168668
1685,187169.22690539662
1686,177326.07290769983
1687,184474.1323626347
1688,199340.1178286117
1689,204811.3468616718
1690,215619.77329430738
1691,204192.37364729217
1692,276238.8803720884
1693,182032.89629913037
1694,184364.22036717075
1695,168468.05031236677
1696,276822.2806013619
1697,176671.30877486503
1698,326616.07954568026
1699,354639.977116965
1700,236383.7734172572
1701,262094.59158246976
1702,243489.34448797992
1703,255222.3159792917
1704,274578.5360599007
1705,250221.7993815698
1706,360856.2848580979
1707,207747.76653585053
1708,200768.87380472815
1709,277022.0515844542
1710,220901.31973349725
1711,278680.09518548823
1712,260106.91051588673
1713,265560.325895571
1714,219088.22729746127
1715,207434.94056464738
1716,181165.57504486287
1717,187442.57507889424
1718,135115.26032256096
1719,203985.22099096535
1720,264450.7798834178
1721,174129.93906016313
1722,128116.82025212732
1723,160696.1844351942
1724,206030.40239989798
1725,233051.73894541952
1726,188341.8666502977
1727,146156.98701808834
1728,197098.28674994753
1729,161646.17941203807
1730,168171.40360015625
1731,131374.18247471057
1732,131266.1024313567
1733,111249.23294467128
1734,120193.04497346957
1735,147000.09670749944
1736,119389.44280770465
1737,316552.7506444878
1738,232321.38434211427
1739,259964.23865608484
1740,210763.1914843972
1741,186731.3564239254
1742,161698.07179834993
1743,179453.71743167637
1744,307535.1406526351
1745,199608.50297084227
1746,186548.8338764371
1747,217827.06730998817
1748,226463.1369377539
1749,152685.40116263824
1750,124251.24860903449
1751,268333.10370417073
1752,115630.07695032234
1753,145602.10616914622
1754,194371.96713540092
1755,167689.53680175706
1756,134310.3466621851
1757,118814.80023454576
1758,145541.5853661355
1759,157915.2647197197
1760,167215.43934897284
1761,139321.52589673534
1762,169706.42354159185
1763,183133.05145353763
1764,109586.09521259608
1765,157358.21750792058
1766,185768.9752016545
1767,231013.08740290158
1768,137440.78763482487
1769,183235.91657726024
1770,165679.42590956352
1771,106912.75679653327
1772,131662.72654184193
1773,124373.10758511693
1774,134730.14952282418
1775,144805.44386217548
1776,124712.20739521232
1777,110095.65399570145
1778,140268.28425109063
1779,122301.33318398985
