Id,SalePrice
1461,125062.83479693625
1462,157878.6914198422
1463,187779.5845092555
1464,186314.5126681103
1465,184907.9129678154
1466,177547.41561763623
1467,173847.95108644912
1468,167816.77480266616
1469,175236.68467597337
1470,128962.3199473748
1471,204676.20766293505
1472,95176.89144537863
1473,97271.64453765414
1474,152721.68088950944
1475,114698.88814041592
1476,373307.6023120096
1477,253393.76902584912
1478,298049.19457233517
1479,277609.31943282153
1480,511965.1276239861
1481,320120.79675881943
1482,201858.4044213313
1483,180659.4700324324
1484,168621.15082032912
1485,179259.49279047767
1486,195070.1134880211
1487,328626.49143119773
1488,230528.36247335697
1489,207809.41968583773
1490,220881.20109534936
1491,195134.85212203008
1492,93948.46150511823
1493,175883.53975311478
1494,307323.12383275165
1495,290531.6325625079
1496,240213.13307434545
1497,181076.52505947114
1498,159431.3112221732
1499,156870.47985903328
1500,155769.96514868966
1501,168368.99160929778
1502,156163.0739699255
1503,267872.7045436047
1504,232472.41493592795
1505,219358.8726237468
1506,179713.76961897762
1507,255737.47568133305
1508,192510.78885641354
1509,157201.6372799042
1510,147564.50557189132
1511,153987.21848072682
1512,174459.9796056631
1513,145406.79139002177
1514,162820.13962586396
1515,197344.71462216426
1516,144837.14870300103
1517,155213.05653459855
1518,132956.570440664
1519,222664.4123977345
1520,137406.39916617514
1521,144150.70815331134
1522,163324.90005464669
1523,117409.77574949113
1524,121751.93429860732
1525,125425.92203546525
1526,122351.74535836178
1527,108119.57287982962
1528,130365.54469768172
1529,146709.59102095006
1530,166182.616705591
1531,122149.5086372375
1532,102441.7077607165
1533,147060.02963449436
1534,125829.61339706364
1535,152961.4836374351
1536,116924.94341156099
1537,68885.20795901565
1538,142898.86588507035
1539,180377.92082219437
1540,95422.42690159472
1541,142914.3665856864
1542,138900.73533324854
1543,178821.61686479385
1544,84708.53364412996
1545,105877.5939234324
1546,123454.03632060245
1547,127915.81100980258
1548,127047.48772536067
1549,117693.98657887976
1550,135176.3301736633
1551,115240.16426448035
1552,126717.67930393823
1553,142521.2472521646
1554,115192.57246651869
1555,174498.92033987405
1556,83759.29953170815
1557,100432.6908906283
1558,98321.68762085962
1559,99086.35457187603
1560,128543.37479322412
1561,140177.3252941772
1562,129105.02795883536
1563,119694.2048941605
1564,160999.63772846435
1565,148159.93349011082
1566,227931.05407665126
1567,83539.12038617155
1568,228564.4170447809
1569,138992.0381444019
1570,139813.9682839754
1571,124341.8450673029
1572,147666.2747971936
1573,232258.875313887
1574,114781.50221893578
1575,221366.4199307563
1576,241424.94433425384
1577,195952.9756559395
1578,151055.8582753682
1579,143643.66925095432
1580,188517.58438157104
1581,148976.4052932827
1582,127497.83829378373
1583,331243.91219130816
1584,229646.81122965756
1585,144713.1639280809
1586,78273.3584176577
1587,101699.0595832995
1588,145304.70900041642
1589,102693.82732226179
1590,134461.41254425098
1591,105915.65715272937
1592,120139.74936435629
1593,122380.8154010208
1594,122243.84094543952
1595,115255.68087640005
1596,232295.4523467093
1597,177578.47062178844
1598,191539.2661412779
1599,172122.0893105671
1600,167033.41371613962
1601,62193.013987487226
1602,117744.85727881065
1603,80054.02746335756
1604,275325.3049132569
1605,245594.3670627189
1606,168274.32443737914
1607,170023.9591033822
1608,209651.8034785571
1609,181983.05129856034
1610,155763.8553885335
1611,144697.65075009374
1612,181519.20495107444
1613,170392.41864357915
1614,123618.46986737325
1615,84815.94397293177
1616,76881.87438481812
1617,87271.47801697982
1618,123787.45705565906
1619,143229.7586776644
1620,164965.6934622442
1621,143341.0558621896
1622,143580.0918252678
1623,263317.15761734796
1624,226312.675943806
1625,124086.5105995922
1626,163011.02464597675
1627,185483.02722335418
1628,274017.4087995609
1629,174694.8318606333
1630,365668.9490716004
1631,206357.31777714164
1632,236814.30958393004
1633,171588.10303029674
1634,182892.4102519635
1635,181979.59415966462
1636,163153.93289236963
1637,186116.17487116452
1638,199117.9784974614
1639,177168.07537205657
1640,249354.9444357893
1641,175522.5004583861
1642,223087.21932077184
1643,227385.847506873
1644,227812.50671004454
1645,190527.10570848375
1646,157067.82427259587
1647,156234.97345393026
1648,133734.5749901536
1649,142080.3860186403
1650,112768.45001458662
1651,120410.4972679649
1652,95608.4940353347
1653,92645.26318331808
1654,150573.72022853929
1655,138838.56333666583
1656,150210.15197033423
1657,149986.3483620686
1658,151201.049820884
1659,123805.7466443487
1660,155725.7261449639
1661,446914.0468549147
1662,361147.7854531394
1663,381053.89747034706
1664,378666.961702923
1665,300637.751636881
1666,321765.9642813554
1667,388165.94519745046
1668,327738.8119620801
1669,291659.28628844046
1670,332508.844296753
1671,264430.62123085075
1672,474094.64055819775
1673,306122.269475627
1674,239797.34433481688
1675,193310.35841489056
1676,192715.97013023432
1677,213057.90653533116
1678,482656.40693791065
1679,387994.29378868855
1680,340841.9867796197
1681,259377.13513010624
1682,296976.72750724526
1683,186765.8320598567
1684,174401.41802346436
1685,175902.54439493266
1686,176546.59409653794
1687,172421.86180073727
1688,193058.75120084055
1689,187389.92031826905
1690,187780.40649857695
1691,178974.2724388054
1692,256897.43411424826
1693,169719.84048794906
1694,180590.54011128127
1695,165597.01051941543
1696,281462.54430482036
1697,165266.39951895486
1698,348925.5632073463
1699,329500.1210083593
1700,250537.44311212352
1701,268748.90650249633
1702,254254.03049262744
1703,259252.27505112355
1704,283768.9296281144
1705,225566.06840016926
1706,395532.41409468
1707,219278.0153629442
1708,205584.33530812777
1709,261989.80224643927
1710,216269.63999379586
1711,255527.2696574735
1712,250655.51987261313
1713,274257.9030929172
1714,218980.73303858424
1715,202301.6063670754
1716,174925.7057789694
1717,165343.41690088628
1718,121219.59324680697
1719,206696.85589352046
1720,242082.46191391797
1721,161806.22775831918
1722,117500.30997361826
1723,158676.35399498
1724,216542.7889024485
1725,235271.71341604748
1726,193049.39169086286
1727,170839.44402291093
1728,182774.8434317114
1729,162012.0840829254
1730,151732.7841438033
1731,125663.52744440762
1732,129574.52574086041
1733,123725.68821887561
1734,127321.33869819864
1735,134492.3155305077
1736,124040.47863583389
1737,336350.4812586506
1738,219890.10711049076
1739,260421.02338051502
1740,223543.23911243287
1741,193494.57248769977
1742,169249.9474581657
1743,162159.6689978994
1744,318898.6808930167
1745,221979.4398936084
1746,185452.56561700118
1747,207674.26658008396
1748,216854.24684587997
1749,153387.729346315
1750,137690.2987629928
1751,233760.44908168924
1752,119211.0108059084
1753,140792.8833538878
1754,190077.79299366934
1755,171611.04448772848
1756,122925.67529732996
1757,119651.83654281235
1758,145930.57134362665
1759,164031.01603443464
1760,163776.79744622702
1761,140221.88218502997
1762,166767.41461494306
1763,171512.73533961695
1764,122817.21146406216
1765,163054.21973725676
1766,172825.89235949816
1767,225559.14226889567
1768,146320.72892073338
1769,173492.6951682808
1770,145293.94579177647
1771,134166.87438619824
1772,131580.20234186057
1773,136398.77812586472
1774,141865.7995345343
1775,136126.2344059058
1776,117202.82079471926
1777,120115.90442023176
1778,139347.1282568958
1779,115572.72298400463
1780,169050.5367711516
1781,135093.76740552823
1782,95300.56896637303
1783,142446.2555868197
1784,102848.36489000374
1785,121319.17431897896
1786,136333.92451076288
1787,163878.206164083
1788,63292.99253807329
1789,104912.30841782475
1790,84893.8486490154
1791,184979.67166288063
1792,151835.2141409118
1793,133419.09681591173
1794,140547.12516770765
